104   Cubone ground - 0.4m 6.5kg 50 50 95 40 50 35 
105   Marowak ground - 1.0m 45.0kg 60 80 110 50 80 45 
106   Hitmonlee fighting - 1.5m 49.8kg 50 120 53 35 110 87 
107   Hitmonchan fighting - 1.4m 50.2kg 50 105 79 35 110 76 
108   Lickitung normal - 1.2m 65.5kg 90 55 75 60 75 30 
109   Koffing poison - 0.6m 1.0kg 40 65 95 60 45 35 
110   Weezing poison - 1.2m 9.5kg 65 90 120 85 70 60 
111   Rhyhorn ground rock 1.0m 115.0kg 80 85 95 30 30 25 
112   Rhydon ground rock 1.9m 120.0kg 105 130 120 45 45 40 
113   Chansey normal - 1.1m 34.6kg 250 5 5 35 105 50 
114   Tangela grass - 1.0m 35.0kg 65 55 115 100 40 60 
115   Kangaskhan normal - 2.2m 80.0kg 105 95 80 40 80 90 2.2m 100kg 105 125 100 60 100 100 normal - 
116   Horsea water - 0.4m 8.0kg 30 40 70 70 25 60 
117   Seadra water - 1.2m 25.0kg 55 65 95 95 45 85 
118   Goldeen water - 0.6m 15.0kg 45 67 60 35 50 63 
119   Seaking water - 1.3m 39.0kg 80 92 65 65 80 68 
120   Staryu water - 0.8m 34.5kg 30 45 55 70 55 85 
121   Starmie water psychic 1.1m 80.0kg 60 75 85 100 85 115 
122   Mr.Mime psychic fairy 1.3m 54.5kg 40 45 65 100 120 90 
123   Scyther bug flying 1.5m 56.0kg 70 110 80 55 80 105 
124   Jynx ice psychic 1.4m 40.6kg 65 50 35 115 95 95 
125   Electabuzz electric - 1.1m 30.0kg 65 83 57 95 85 105 
126   Magmar fire - 1.3m 44.5kg 65 95 57 100 85 93 
127   Pinsir bug - 1.5m 55.0kg 65 125 100 55 70 85 1.7m 59kg 65 155 120 65 90 105 bug flying 
128   Tauros normal - 1.4m 88.4kg 75 100 95 40 70 110 
129   Magikarp water - 0.9m 10.0kg 20 10 55 15 20 80 
130   Gyarados water flying 6.5m 235.0kg 95 125 79 60 100 81 6.5m 305kg 95 155 109 70 130 81 water dark 
131   Lapras water ice 2.5m 220.0kg 130 85 80 85 95 60 
132   Ditto normal - 0.3m 4.0kg 48 48 48 48 48 48 
133   Eevee normal - 0.3m 6.5kg 55 55 50 45 65 55 
134   Vaporeon water - 1.0m 29.0kg 130 65 60 110 95 65 
135   Jolteon electric - 0.8m 24.5kg 65 65 60 110 95 130 
136   Flareon fire - 0.9m 25.0kg 65 130 60 95 110 65 
137   Porygon normal - 0.8m 36.5kg 65 60 70 85 75 40 
138   Omanyte rock water 0.4m 7.5kg 35 40 100 90 55 35 
139   Omastar rock water 1.0m 35.0kg 70 60 125 115 70 55 
140   Kabuto rock water 0.5m 11.5kg 30 80 90 55 45 55 
141   Kabutops rock water 1.3m 40.5kg 60 115 105 65 70 80 
142   Aerodactyl rock flying 1.8m 59.0kg 80 105 65 60 75 130 2.1m 79kg 80 135 85 70 95 150 rock flying 
143   Snorlax normal - 2.1m 460.0kg 160 110 65 65 110 30 
144   Articuno ice flying 1.7m 55.4kg 90 85 100 95 125 85 
145   Zapdos electric flying 1.6m 52.6kg 90 90 85 125 90 100 
146   Moltres fire flying 2.0m 60.0kg 90 100 90 125 85 90 
147   Dratini dragon - 1.8m 3.3kg 41 64 45 50 50 50 
148   Dragonair dragon - 4.0m 16.5kg 61 84 65 70 70 70 
149   Dragonite dragon flying 2.2m 210.0kg 91 134 95 100 100 80 
150   Mewtwo psychic - 2.0m 122.0kg 106 110 90 154 90 130 2.3m 127kg 106 190 100 154 100 130 psychic - 1.5m 33kg 106 150 70 194 120 140 psychic fighting 
151   Mew psychic - 0.4m 4.0kg 100 100 100 100 100 100 
152   Chikorita grass - 0.9m 6.4kg 45 49 65 49 65 45 
153   Bayleef grass - 1.2m 15.8kg 60 62 80 63 80 60 
154   Meganium grass - 1.8m 100.5kg 80 82 100 83 100 80 
155   Cyndaquil fire - 0.5m 7.9kg 39 52 43 60 50 65 
156   Quilava fire - 0.9m 19.0kg 58 64 58 80 65 80 
157   Typhlosion fire - 1.7m 79.5kg 78 84 78 109 85 100 
158   Totodile water - 0.6m 9.5kg 50 65 64 44 48 43 
159   Croconaw water - 1.1m 25.0kg 65 80 80 59 63 58 
160   Feraligatr water - 2.3m 88.8kg 85 105 100 79 83 78 
161   Sentret normal - 0.8m 6.0kg 35 46 34 35 45 20 
162   Furret normal - 1.8m 32.5kg 85 76 64 45 55 90 
163   Hoothoot normal flying 0.7m 21.2kg 60 30 30 36 56 50 
164   Noctowl normal flying 1.6m 40.8kg 100 50 50 76 96 70 
165   Ledyba bug flying 1.0m 10.8kg 40 20 30 40 80 55 
166   Ledian bug flying 1.4m 35.6kg 55 35 50 55 110 85 
167   Spinarak bug poison 0.5m 8.5kg 40 60 40 40 40 30 
168   Ariados bug poison 1.1m 33.5kg 70 90 70 60 60 40 
169   Crobat poison flying 1.8m 75.0kg 85 90 80 70 80 130 
170   Chinchou water electric 0.5m 12.0kg 75 38 38 56 56 67 
171   Lanturn water electric 1.2m 22.5kg 125 58 58 76 76 67 
172   Pichu electric - 0.3m 2.0kg 20 40 15 35 35 60 
173   Cleffa fairy - 0.3m 3.0kg 50 25 28 45 55 15 
174   Igglybuff normal fairy 0.3m 1.0kg 90 30 15 40 20 15 
175   Togepi fairy - 0.3m 1.5kg 35 20 65 40 65 20 
176   Togetic fairy flying 0.6m 3.2kg 55 40 85 80 105 40 
177   Natu psychic flying 0.2m 2.0kg 40 50 45 70 45 70 
178   Xatu psychic flying 1.5m 15.0kg 65 75 70 95 70 95 
179   Mareep electric - 0.6m 7.8kg 55 40 40 65 45 35 
180   Flaaffy electric - 0.8m 13.3kg 70 55 55 80 60 45 
181   Ampharos electric - 1.4m 61.5kg 90 75 85 115 90 55 1.4m 61.5kg 90 95 105 165 110 45 electric dragon 
182   Bellossom grass - 0.4m 5.8kg 75 80 95 90 100 50 
183   Marill water fairy 0.4m 8.5kg 70 20 50 20 50 40 
184   Azumarill water fairy 0.8m 28.5kg 100 50 80 60 80 50 
185   Sudowoodo rock - 1.2m 38.0kg 70 100 115 30 65 30 
186   Politoed water - 1.1m 33.9kg 90 75 75 90 100 70 
187   Hoppip grass flying 0.4m 0.5kg 35 35 40 35 55 50 
188   Skiploom grass flying 0.6m 1.0kg 55 45 50 45 65 80 
189   Jumpluff grass flying 0.8m 3.0kg 75 55 70 55 95 110 
190   Aipom normal - 0.8m 11.5kg 55 70 55 40 55 85 
191   Sunkern grass - 0.3m 1.8kg 30 30 30 30 30 30 
192   Sunflora grass - 0.8m 8.5kg 75 75 55 105 85 30 
193   Yanma bug flying 1.2m 38.0kg 65 65 45 75 45 95 
194   Wooper water ground 0.4m 8.5kg 55 45 45 25 25 15 
195   Quagsire water ground 1.4m 75.0kg 95 85 85 65 65 35 
196   Espeon psychic - 0.9m 26.5kg 65 65 60 130 95 110 
197   Umbreon dark - 1.0m 27.0kg 95 65 110 60 130 65 
198   Murkrow dark flying 0.5m 2.1kg 60 85 42 85 42 91 
199   Slowking water psychic 2.0m 79.5kg 95 75 80 100 110 30 
200   Misdreavus ghost - 0.7m 1.0kg 60 60 60 85 85 85 
201   Unown psychic - 0.5m 5.0kg 48 72 48 72 48 48 
202   Wobbuffet psychic - 1.3m 28.5kg 190 33 58 33 58 33 
203   Girafarig normal psychic 1.5m 41.5kg 70 80 65 90 65 85 
204   Pineco bug - 0.6m 7.2kg 50 65 90 35 35 15 
205   Forretress bug steel 1.2m 125.8kg 75 90 140 60 60 40 
206   Dunsparce normal - 1.5m 14.0kg 100 70 70 65 65 45 
207   Gligar ground flying 1.1m 64.8kg 65 75 105 35 65 85 
208   Steelix steel ground 9.2m 400.0kg 75 85 200 55 65 30 
209   Snubbull fairy - 0.6m 7.8kg 60 80 50 40 40 30 
210   Granbull fairy - 1.4m 48.7kg 90 120 75 60 60 45 
211   Qwilfish water poison 0.5m 3.9kg 65 95 75 55 55 85 
212   Scizor bug steel 1.8m 118.0kg 70 130 100 55 80 65 2m 125kg 70 150 140 65 100 75 bug steel 
213   Shuckle bug rock 0.6m 20.5kg 20 10 230 10 230 5 
214   Heracross bug fighting 1.5m 54.0kg 80 125 75 40 95 85 1.7m 62.5kg 80 185 115 40 105 75 bug fighting 
215   Sneasel dark ice 0.9m 28.0kg 55 95 55 35 75 115 
216   Teddiursa normal - 0.6m 8.8kg 60 80 50 50 50 40 
217   Ursaring normal - 1.8m 125.8kg 90 130 75 75 75 55 
218   Slugma fire - 0.7m 35.0kg 40 40 40 70 40 20 
219   Magcargo fire rock 0.8m 55.0kg 50 50 120 80 80 30 
220   Swinub ice ground 0.4m 6.5kg 50 50 40 30 30 50 
221   Piloswine ice ground 1.1m 55.8kg 100 100 80 60 60 50 
222   Corsola water rock 0.6m 5.0kg 55 55 85 65 85 35 
223   Remoraid water - 0.6m 12.0kg 35 65 35 65 35 65 
224   Octillery water - 0.9m 28.5kg 75 105 75 105 75 45 
225   Delibird ice flying 0.9m 16.0kg 45 55 45 65 45 75 
226   Mantine water flying 2.1m 220.0kg 65 40 70 80 140 70 
227   Skarmory steel flying 1.7m 50.5kg 65 80 140 40 70 70 
228   Houndour dark fire 0.6m 10.8kg 45 60 30 80 50 65 
229   Houndoom dark fire 1.4m 35.0kg 75 90 50 110 80 95 1.9m 49.5kg 75 90 90 140 90 115 dark fire 
230   Kingdra water dragon 1.8m 152.0kg 75 95 95 95 95 85 
231   Phanpy ground - 0.5m 33.5kg 90 60 60 40 40 40 
232   Donphan ground - 1.1m 120.0kg 90 120 120 60 60 50 
233   Porygon2 normal - 0.6m 32.5kg 85 80 90 105 95 60 
234   Stantler normal - 1.4m 71.2kg 73 95 62 85 65 85 
235   Smeargle normal - 1.2m 58.0kg 55 20 35 20 45 75 
236   Tyrogue fighting - 0.7m 21.0kg 35 35 35 35 35 35 
237   Hitmontop fighting - 1.4m 48.0kg 50 95 95 35 110 70 
238   Smoochum ice psychic 0.4m 6.0kg 45 30 15 85 65 65 
239   Elekid electric - 0.6m 23.5kg 45 63 37 65 55 95 
240   Magby fire - 0.7m 21.4kg 45 75 37 70 55 83 
241   Miltank normal - 1.2m 75.5kg 95 80 105 40 70 100 
242   Blissey normal - 1.5m 46.8kg 255 10 10 75 135 55 
243   Raikou electric - 1.9m 178.0kg 90 85 75 115 100 115 
244   Entei fire - 2.1m 198.0kg 115 115 85 90 75 100 
245   Suicune water - 2.0m 187.0kg 100 75 115 90 115 85 
246   Larvitar rock ground 0.6m 72.0kg 50 64 50 45 50 41 
247   Pupitar rock ground 1.2m 152.0kg 70 84 70 65 70 51 
248   Tyranitar rock dark 2.0m 202.0kg 100 134 110 95 100 61 2.5m 255kg 100 164 150 95 120 71 rock dark 
249   Lugia psychic flying 5.2m 216.0kg 106 90 130 90 154 110 
250   Ho-Oh fire flying 3.8m 199.0kg 106 130 90 110 154 90 
251   Celebi psychic grass 0.6m 5.0kg 100 100 100 100 100 100 
252   Treecko grass - 0.5m 5.0kg 40 45 35 65 55 70 
253   Grovyle grass - 0.9m 21.6kg 50 65 45 85 65 95 
254   Sceptile grass - 1.7m 52.2kg 70 85 65 105 85 120 grass dragon 
255   Torchic fire - 0.4m 2.5kg 45 60 40 70 50 45 
256   Combusken fire fighting 0.9m 19.5kg 60 85 60 85 60 55 
257   Blaziken fire fighting 1.9m 52.0kg 80 120 70 110 70 80 1.9m 52kg 80 160 80 130 80 100 fire fighting 
258   Mudkip water - 0.4m 7.6kg 50 70 50 50 50 40 
259   Marshtomp water ground 0.7m 28.0kg 70 85 70 60 70 50 
260   Swampert water ground 1.5m 81.9kg 100 110 90 85 90 60 water ground 
261   Poochyena dark - 0.5m 13.6kg 35 55 35 30 30 35 
262   Mightyena dark - 1.0m 37.0kg 70 90 70 60 60 70 
263   Zigzagoon normal - 0.4m 17.5kg 38 30 41 30 41 60 
264   Linoone normal - 0.5m 32.5kg 78 70 61 50 61 100 
265   Wurmple bug - 0.3m 3.6kg 45 45 35 20 30 20 
266   Silcoon bug - 0.6m 10.0kg 50 35 55 25 25 15 
267   Beautifly bug flying 1.0m 28.4kg 60 70 50 100 50 65 
268   Cascoon bug - 0.7m 11.5kg 50 35 55 25 25 15 
269   Dustox bug poison 1.2m 31.6kg 60 50 70 50 90 65 
270   Lotad water grass 0.5m 2.6kg 40 30 30 40 50 30 
271   Lombre water grass 1.2m 32.5kg 60 50 50 60 70 50 
272   Ludicolo water grass 1.5m 55.0kg 80 70 70 90 100 70 
273   Seedot grass - 0.5m 4.0kg 40 40 50 30 30 30 
274   Nuzleaf grass dark 1.0m 28.0kg 70 70 40 60 40 60 
275   Shiftry grass dark 1.3m 59.6kg 90 100 60 90 60 80 
276   Taillow normal flying 0.3m 2.3kg 40 55 30 30 30 85 
277   Swellow normal flying 0.7m 19.8kg 60 85 60 50 50 125 
278   Wingull water flying 0.6m 9.5kg 40 30 30 55 30 85 
279   Pelipper water flying 1.2m 28.0kg 60 50 100 85 70 65 
280   Ralts psychic fairy 0.4m 6.6kg 28 25 25 45 35 40 
281   Kirlia psychic fairy 0.8m 20.2kg 38 35 35 65 55 50 
282   Gardevoir psychic fairy 1.6m 48.4kg 68 65 65 125 115 80 1.6m 48.4kg 68 85 65 165 135 100 psychic fairy 
283   Surskit bug water 0.5m 1.7kg 40 30 32 50 52 65 
284   Masquerain bug flying 0.8m 3.6kg 70 60 62 80 82 60 
285   Shroomish grass - 0.4m 4.5kg 60 40 60 40 60 35 
286   Breloom grass fighting 1.2m 39.2kg 60 130 80 60 60 70 
287   Slakoth normal - 0.8m 24.0kg 60 60 60 35 35 30 
288   Vigoroth normal - 1.4m 46.5kg 80 80 80 55 55 90 
289   Slaking normal - 2.0m 130.5kg 150 160 100 95 65 100 
290   Nincada bug ground 0.5m 5.5kg 31 45 90 30 30 40 
291   Ninjask bug flying 0.8m 12.0kg 61 90 45 50 50 160 
292   Shedinja bug ghost 0.8m 1.2kg 1 90 45 30 30 40 
293   Whismur normal - 0.6m 16.3kg 64 51 23 51 23 28 
294   Loudred normal - 1.0m 40.5kg 84 71 43 71 43 48 
295   Exploud normal - 1.5m 84.0kg 104 91 63 91 73 68 
296   Makuhita fighting - 1.0m 86.4kg 72 60 30 20 30 25 
297   Hariyama fighting - 2.3m 253.8kg 144 120 60 40 60 50 
298   Azurill normal fairy 0.2m 2.0kg 50 20 40 20 40 20 
299   Nosepass rock - 1.0m 97.0kg 30 45 135 45 90 30 
300   Skitty normal - 0.6m 11.0kg 50 45 45 35 35 50 
301   Delcatty normal - 1.1m 32.6kg 70 65 65 55 55 70 
302   Sableye dark ghost 0.5m 11.0kg 50 75 75 65 65 50 
303   Mawile steel fairy 0.6m 11.5kg 50 85 85 55 55 50 1m 23.5kg 50 105 125 55 95 50 steel fairy 
304   Aron steel rock 0.4m 60.0kg 50 70 100 40 40 30 
305   Lairon steel rock 0.9m 120.0kg 60 90 140 50 50 40 
306   Aggron steel rock 2.1m 360.0kg 70 110 180 60 60 50 2.2m 395kg 70 140 230 60 80 50 steel - 
307   Meditite fighting psychic 0.6m 11.2kg 30 40 55 40 55 60 
308   Medicham fighting psychic 1.3m 31.5kg 60 60 75 60 75 80 1.3m 31.5kg 60 100 85 80 85 100 fighting psychic 
309   Electrike electric - 0.6m 15.2kg 40 45 40 65 40 65 
310   Manectric electric - 1.5m 40.2kg 70 75 60 105 60 105 1.8m 44kg 70 75 80 135 80 135 electric - 
311   Plusle electric - 0.4m 4.2kg 60 50 40 85 75 95 
312   Minun electric - 0.4m 4.2kg 60 40 50 75 85 95 
313   Volbeat bug - 0.7m 17.7kg 65 73 55 47 75 85 
314   Illumise bug - 0.6m 17.7kg 65 47 55 73 75 85 
315   Roselia grass poison 0.3m 2.0kg 50 60 45 100 80 65 
316   Gulpin poison - 0.4m 10.3kg 70 43 53 43 53 40 
317   Swalot poison - 1.7m 80.0kg 100 73 83 73 83 55 
318   Carvanha water dark 0.8m 20.8kg 45 90 20 65 20 65 
319   Sharpedo water dark 1.8m 88.8kg 70 120 40 95 40 95 
320   Wailmer water - 2.0m 130.0kg 130 70 35 70 35 60 
321   Wailord water - 14.5m 398.0kg 170 90 45 90 45 60 
322   Numel fire ground 0.7m 24.0kg 60 60 40 65 45 35 
323   Camerupt fire ground 1.9m 220.0kg 70 100 70 105 75 40 
324   Torkoal fire - 0.5m 80.4kg 70 85 140 85 70 20 
325   Spoink psychic - 0.7m 30.6kg 60 25 35 70 80 60 
326   Grumpig psychic - 0.9m 71.5kg 80 45 65 90 110 80 
327   Spinda normal - 1.1m 5.0kg 60 60 60 60 60 60 
328   Trapinch ground - 0.7m 15.0kg 45 100 45 45 45 10 
329   Vibrava ground dragon 1.1m 15.3kg 50 70 50 50 50 70 
330   Flygon ground dragon 2.0m 82.0kg 80 100 80 80 80 100 
331   Cacnea grass - 0.4m 51.3kg 50 85 40 85 40 35 
332   Cacturne grass dark 1.3m 77.4kg 70 115 60 115 60 55 
333   Swablu normal flying 0.4m 1.2kg 45 40 60 40 75 50 
334   Altaria dragon flying 1.1m 20.6kg 75 70 90 70 105 80 
335   Zangoose normal - 1.3m 40.3kg 73 115 60 60 60 90 
336   Seviper poison - 2.7m 52.5kg 73 100 60 100 60 65 
337   Lunatone rock psychic 1.0m 168.0kg 70 55 65 95 85 70 
338   Solrock rock psychic 1.2m 154.0kg 70 95 85 55 65 70 
339   Barboach water ground 0.4m 1.9kg 50 48 43 46 41 60 
340   Whiscash water ground 0.9m 23.6kg 110 78 73 76 71 60 
341   Corphish water - 0.6m 11.5kg 43 80 65 50 35 35 
342   Crawdaunt water dark 1.1m 32.8kg 63 120 85 90 55 55 
343   Baltoy ground psychic 0.5m 21.5kg 40 40 55 40 70 55 
344   Claydol ground psychic 1.5m 108.0kg 60 70 105 70 120 75 
345   Lileep rock grass 1.0m 23.8kg 66 41 77 61 87 23 
346   Cradily rock grass 1.5m 60.4kg 86 81 97 81 107 43 
347   Anorith rock bug 0.7m 12.5kg 45 95 50 40 50 75 
348   Armaldo rock bug 1.5m 68.2kg 75 125 100 70 80 45 
349   Feebas water - 0.6m 7.4kg 20 15 20 10 55 80 
350   Milotic water - 6.2m 162.0kg 95 60 79 100 125 81 
351   Castform normal - 0.3m 0.8kg 70 70 70 70 70 70 
352   Kecleon normal - 1.0m 22.0kg 60 90 70 60 120 40 
353   Shuppet ghost - 0.6m 2.3kg 44 75 35 63 33 45 
354   Banette ghost - 1.1m 12.5kg 64 115 65 83 63 65 1.2m 13kg 64 165 75 93 83 75 ghost - 
355   Duskull ghost - 0.8m 15.0kg 20 40 90 30 90 25 
356   Dusclops ghost - 1.6m 30.6kg 40 70 130 60 130 25 
357   Tropius grass flying 2.0m 100.0kg 99 68 83 72 87 51 
358   Chimecho psychic - 0.6m 1.0kg 65 50 70 95 80 65 
359   Absol dark - 1.2m 47.0kg 65 130 60 75 60 75 1.2m 49kg 65 150 60 115 60 115 dark - 
360   Wynaut psychic - 0.6m 14.0kg 95 23 48 23 48 23 
361   Snorunt ice - 0.7m 16.8kg 50 50 50 50 50 50 
362   Glalie ice - 1.5m 256.5kg 80 80 80 80 80 80 
363   Spheal ice water 0.8m 39.5kg 70 40 50 55 50 25 
364   Sealeo ice water 1.1m 87.6kg 90 60 70 75 70 45 
365   Walrein ice water 1.4m 150.6kg 110 80 90 95 90 65 
366   Clamperl water - 0.4m 52.5kg 35 64 85 74 55 32 
367   Huntail water - 1.7m 27.0kg 55 104 105 94 75 52 
368   Gorebyss water - 1.8m 22.6kg 55 84 105 114 75 52 
369   Relicanth water rock 1.0m 23.4kg 100 90 130 45 65 55 
370   Luvdisc water - 0.6m 8.7kg 43 30 55 40 65 97 
371   Bagon dragon - 0.6m 42.1kg 45 75 60 40 30 50 
372   Shelgon dragon - 1.1m 110.5kg 65 95 100 60 50 50 
373   Salamence dragon flying 1.5m 102.6kg 95 135 80 110 80 100 
374   Beldum steel psychic 0.6m 95.2kg 40 55 80 35 60 30 
375   Metang steel psychic 1.2m 202.5kg 60 75 100 55 80 50 
376   Metagross steel psychic 1.6m 550.0kg 80 135 130 95 90 70 
377   Regirock rock - 1.7m 230.0kg 80 100 200 50 100 50 
378   Regice ice - 1.8m 175.0kg 80 50 100 100 200 50 
